index,name_recall,name_precision,type_accuracy,value_recall,value_precision,name_info,type_info,value_info
2,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,"[('初始局部破坏', '局部破坏'), ('结构', '结构倒塌')]","{'初始局部破坏': 1, '结构': 1}","{'结构': {'content': [('结构:完好', '结构:完全倒塌'), ('结构:部分倒塌', '结构:部分倒塌')], 'recall': 0.6666666666666666, 'precision': 1.0}}"
6,1.0,0.3333333333333333,0.5,1.0,1.0,"[('基础埋深', '基础埋深'), ('桩顶荷载', '桩顶增加的荷载')]","{'基础埋深': 1, '桩顶荷载': 0}","{'桩顶荷载': {'content': [('桩顶荷载:增加', '桩顶荷载:增加'), ('桩顶荷载:减少', '桩顶荷载:减少'), ('桩顶荷载:增加', '桩顶荷载:不变')], 'recall': 1, 'precision': 1.0}}"
14,0.6,0.6,1.0,1.0,1.0,"[('零应力区面积', '零应力区面积比例'), ('外荷载相对于基础形心的偏心距', '外荷载相对于基础形心的偏心距'), ('受压边缘的压力', '受压边缘的压力是否满足承载力要求')]","{'零应力区面积': 1, '外荷载相对于基础形心的偏心距': 1, '受压边缘的压力': 1}","{'受压边缘的压力': {'content': [('受压边缘的压力:满足承载力要求', '受压边缘的压力:满足'), ('受压边缘的压力:不满足承载力要求', '受压边缘的压力:不满足')], 'recall': 1.0, 'precision': 1.0}}"
12,0.4,0.6666666666666666,0.5,1.0,1.0,"[('露明金属支撑件', '金属支撑件的构造措施'), ('火灾蔓延', '外墙板的防火安全')]","{'露明金属支撑件': 0, '火灾蔓延': 1}","{'火灾蔓延': {'content': [('火灾蔓延:蔓延', '火灾蔓延:安全'), ('火灾蔓延:不蔓延', '火灾蔓延:不安全')], 'recall': 1.0, 'precision': 1.0}}"
9,0.75,0.6,0.6666666666666666,1.0,1.0,"[('框架结构的砌体填充墙布置', '砌体填充墙的布置'), ('建筑的不利布置', '建筑的不利布置'), ('主体结构', '主体结构的破坏')]","{'框架结构的砌体填充墙布置': 1, '建筑的不利布置': 1, '主体结构': 0}","{'主体结构': {'content': [('主体结构:不破坏', '主体结构:不发生'), ('主体结构:破坏', '主体结构:发生')], 'recall': 1.0, 'precision': 1.0}}"
0,1.0,0.75,0.3333333333333333,1.0,1.0,"[('构件的长细比', '长细比'), ('矩形截面边长', '矩形截面边长'), ('纤维材料对混凝土的约束作用', '纤维材料对混凝土的约束作用')]","{'构件的长细比': 0, '矩形截面边长': 0, '纤维材料对混凝土的约束作用': 1}","{'纤维材料对混凝土的约束作用': {'content': [('纤维材料对混凝土的约束作用:明显降低', '纤维材料对混凝土的约束作用:明显降低'), ('纤维材料对混凝土的约束作用:保持正常', '纤维材料对混凝土的约束作用:保持正常')], 'recall': 1.0, 'precision': 1.0}}"
8,0.6,0.6,0.6666666666666666,1.0,1.0,"[('建筑主体结构', '建筑主体结构'), ('非结构构件', '非结构构件'), ('建筑的正常使用功能', '建筑的正常使用功能')]","{'建筑主体结构': 1, '非结构构件': 1, '建筑的正常使用功能': 0}","{'建筑的正常使用功能': {'content': [('建筑的正常使用功能:保证', '建筑的正常使用功能:保证'), ('建筑的正常使用功能:不保证', '建筑的正常使用功能:不保证')], 'recall': 1.0, 'precision': 1.0}}"
15,0.8,0.8,0.5,0.6666666666666666,1.0,"[('地下车站结构', '地下车站结构'), ('地震作用', '地震作用'), ('薄弱部位', '严重破坏'), ('地下车站结构破坏程度', '严重破坏')]","{'地下车站结构': 0, '地震作用': 1, '薄弱部位': 0, '地下车站结构破坏程度': 1}","{'地下车站结构破坏程度': {'content': [('地下车站结构破坏程度:不破坏', '地下车站结构破坏程度:不可能'), ('地下车站结构破坏程度:严重', '地下车站结构破坏程度:可能')], 'recall': 0.6666666666666666, 'precision': 1.0}}"
11,0.75,0.75,1.0,1.0,1.0,"[('厂房整体抗震性能', '厂房的整体抗震性能'), ('柱列纵向侧移刚度', '柱列的纵向侧移刚度差别'), ('厂房纵向破坏', '厂房纵向破坏'), ('柱顶节点抗震性能', '柱顶地震作用的集中'), ('柱顶节点破坏', '柱顶节点破坏'), ('门窗洞口处柱子的破坏', '门窗洞口处刚度的削弱和突变')]","{'厂房整体抗震性能': 1, '柱列纵向侧移刚度': 1, '厂房纵向破坏': 1, '柱顶节点抗震性能': 1, '门窗洞口处柱子的破坏': 1}","{'门窗洞口处柱子的破坏': {'content': [('门窗洞口处柱子的破坏:发生', '门窗洞口处柱子的破坏:导致门窗洞口处柱子的破坏'), ('门窗洞口处柱子的破坏:未发生', '门窗洞口处柱子的破坏:不会导致门窗洞口处柱子的破坏')], 'recall': 1.0, 'precision': 1.0}}"
10,0.7142857142857143,0.7142857142857143,0.5,1.0,1.0,"[('雨水泵房状况', '雨水泵房功能'), ('城市排涝泵站状况', '城市排涝泵站功能'), ('雨水泵房加强措施', '泵站加强'), ('震害', '地震破坏'), ('震害', '震害加剧')]","{'雨水泵房状况': 0, '城市排涝泵站状况': 0, '雨水泵房加强措施': 1, '震害': 1}","{'震害': {'content': [('震害:小', '震害:未加剧'), ('震害:大', '震害:加剧')], 'recall': 1.0, 'precision': 1.0}}"
20,1.0,1.0,0.0,0.0,0.0,"['检查基准', '检查结果']",{},{}
1,0.7142857142857143,0.8333333333333334,1.0,1.0,1.0,"[('土体膨胀', '土体膨胀'), ('土体收缩', '土体收缩'), ('桩侧阻', '桩侧阻和端阻降低'), ('端阻', '桩侧阻和端阻降低'), ('土体裂缝', '土体产生裂缝')]","{'土体膨胀': 1, '土体收缩': 1, '桩侧阻': 1, '端阻': 1, '土体裂缝': 1}","{'土体裂缝': {'content': [('土体裂缝:产生', '土体裂缝:产生'), ('土体裂缝:不产生', '土体裂缝:不产生')], 'recall': 1.0, 'precision': 1.0}}"
4,1.0,1.0,0.0,1.0,1.0,"[('齿连接', '齿连接与螺栓连接共同受力'), ('齿连接', '齿连接超载破坏'), ('螺栓连接', '齿连接与螺栓连接共同受力'), ('受力', '齿连接与螺栓连接共同受力'), ('木结构工程', '工程教训与试验结论')]","{'齿连接': 0, '螺栓连接': 0, '受力': 0, '木结构工程': 0}","{'木结构工程': {'content': [('木结构工程:安全', '木结构工程:遵循'), ('木结构工程:超载破坏', '木结构工程:不遵循')], 'recall': 1.0, 'precision': 1.0}}"
13,0.8333333333333334,1.0,0.4,1.0,1.0,"[('核芯区受剪面积', '核芯区受剪面积'), ('抗震墙中线与柱中线之间偏心距', '偏心距'), ('梁中线与柱中线之间偏心距', '偏心距'), ('柱的不利扭转效应', '柱的扭转效应'), ('避免扭转措施', '采取的措施')]","{'核芯区受剪面积': 0, '抗震墙中线与柱中线之间偏心距': 0, '梁中线与柱中线之间偏心距': 0, '柱的不利扭转效应': 1, '避免扭转措施': 1}","{'避免扭转措施': {'content': [('避免扭转措施:采用水平加腋梁', '避免扭转措施:采用水平加腋梁'), ('避免扭转措施:加强柱的箍筋', '避免扭转措施:加强柱的箍筋'), ('避免扭转措施:不采取措施', '避免扭转措施:不采取')], 'recall': 1.0, 'precision': 1.0}}"
7,1.0,1.0,0.8333333333333334,1.0,1.0,"[('加固新增截面材料', '新增截面部分的材料选择'), ('灌浆料', '灌浆料的应用'), ('膨胀剂', '膨胀剂的选择'), ('细石混凝土掺加比例', '细石混凝土的掺加比例'), ('粗骨料掺加', '粗骨料的掺加'), ('新增面层裂缝', '新增面层裂缝的产生')]","{'加固新增截面材料': 1, '灌浆料': 1, '膨胀剂': 1, '细石混凝土掺加比例': 1, '粗骨料掺加': 1, '新增面层裂缝': 0}","{'新增面层裂缝': {'content': [('新增面层裂缝:产生', '新增面层裂缝:产生裂缝'), ('新增面层裂缝:不产生', '新增面层裂缝:不产生裂缝')], 'recall': 1.0, 'precision': 1.0}}"
5,1.0,0.6363636363636364,1.0,1.0,1.0,"[('新建建筑物的荷载', '新建建筑物的荷载'), ('既有建筑物紧邻新建部分的地基中的应力叠加', '地基中的应力叠加'), ('既有建筑物地基土的不均匀附加压缩', '既有建筑物地基土的不均匀附加压缩'), ('建筑物的相对变形或挠曲', '建筑物的相对变形或挠曲'), ('严重裂损', '严重裂损'), ('接建、邻建部位专门布置勘探点', '专门布置勘探点'), ('原位测试和室内试验', '原位测试和室内试验')]","{'新建建筑物的荷载': 1, '既有建筑物紧邻新建部分的地基中的应力叠加': 1, '既有建筑物地基土的不均匀附加压缩': 1, '建筑物的相对变形或挠曲': 1, '严重裂损': 1, '接建、邻建部位专门布置勘探点': 1, '原位测试和室内试验': 1}","{'原位测试和室内试验': {'content': [('原位测试和室内试验:是', '原位测试和室内试验:进行'), ('原位测试和室内试验:否', '原位测试和室内试验:未进行')], 'recall': 1.0, 'precision': 1.0}}"
16,1.0,1.0,1.0,1.0,1.0,"[('抗浮技术措施', '抗浮技术措施'), ('空心楼板内模上移', '内模上移'), ('施工质量', '楼板施工质量')]","{'抗浮技术措施': 1, '空心楼板内模上移': 1, '施工质量': 1}","{'施工质量': {'content': [('施工质量:受影响', '施工质量:严重影响'), ('施工质量:不受影响', '施工质量:不受影响')], 'recall': 1.0, 'precision': 1.0}}"
17,1.0,0.3,0.6666666666666666,1.0,1.0,"[('地面变形', '地面下沉'), ('建筑物破坏', '建筑物破坏'), ('岩土工程勘察', '岩土工程勘察')]","{'地面变形': 1, '建筑物破坏': 0, '岩土工程勘察': 1}","{'岩土工程勘察': {'content': [('岩土工程勘察:提出合理措施', '岩土工程勘察:进行'), ('岩土工程勘察:措施不合理', '岩土工程勘察:不进行')], 'recall': 1.0, 'precision': 1.0}}"
23,0.5,0.6666666666666666,1.0,1.0,1.0,"[('风速', '风速'), ('防护装置设置', '防护装置设置')]","{'风速': 1, '防护装置设置': 1}","{'防护装置设置': {'content': [('防护装置设置:设置', '防护装置设置:设置'), ('防护装置设置:不设置', '防护装置设置:未设置')], 'recall': 1.0, 'precision': 1.0}}"
3,0.8888888888888888,1.0,0.7142857142857143,1.0,1.0,"[('地基稳定性', '地基稳定性'), ('建筑地基侧限', '建筑地基侧限削弱或不均衡'), ('软弱地基', '软弱地基'), ('暗浜暗塘', '暗浜、暗塘等局部软弱地基'), ('承载能力极限状态', '地基失稳'), ('稳定性验算', '稳定性验算'), ('稳定性验算', '设计整体稳定性验算'), ('预防措施建议', '预防措施建议')]","{'地基稳定性': 0, '建筑地基侧限': 1, '软弱地基': 1, '暗浜暗塘': 1, '承载能力极限状态': 1, '稳定性验算': 1, '预防措施建议': 0}","{'预防措施建议': {'content': [('预防措施建议:提供', '预防措施建议:提供'), ('预防措施建议:不提供', '预防措施建议:不提供')], 'recall': 1.0, 'precision': 1.0}}"
25,1.0,1.0,1.0,1.0,1.0,"[('焊缝温度', '焊缝温度'), ('锤击', '锤击'), ('焊缝出现裂缝', '焊缝出现裂缝')]","{'焊缝温度': 1, '锤击': 1, '焊缝出现裂缝': 1}","{'焊缝出现裂缝': {'content': [('焊缝出现裂缝:出现裂缝', '焊缝出现裂缝:有裂缝'), ('焊缝出现裂缝:不出现裂缝', '焊缝出现裂缝:无裂缝')], 'recall': 1.0, 'precision': 1.0}}"
