index,name_recall,name_precision,type_accuracy,value_recall,value_precision,name_info,type_info,value_info
4,0.5,1.0,1.0,0.5,0.5,"[('齿连接', '连接方式'), ('螺栓连接', '连接方式')]","{'齿连接': 1, '螺栓连接': 1}","{'螺栓连接': {'content': [('螺栓连接:采用', '螺栓连接:螺栓连接')], 'recall': 0.5, 'precision': 0.5}}"
12,0.4,0.6666666666666666,0.5,1.0,1.0,"[('露明金属支撑件', '金属支撑件'), ('火灾蔓延', '防火安全措施')]","{'露明金属支撑件': 1, '火灾蔓延': 0}","{'火灾蔓延': {'content': [('火灾蔓延:蔓延', '火灾蔓延:设置构造措施'), ('火灾蔓延:不蔓延', '火灾蔓延:无措施')], 'recall': 1.0, 'precision': 1.0}}"
9,0.5,1.0,1.0,0.25,0.5,"[('填充墙', '填充墙材料'), ('填充墙', '填充墙类型')]",{'填充墙': 1},"{'填充墙': {'content': [('填充墙:石膏板空心墙', '填充墙:石膏板空心墙')], 'recall': 0.25, 'precision': 0.5}}"
6,0.5,0.25,0.0,1.0,1.0,"[('桩顶荷载', '桩顶荷载')]",{'桩顶荷载': 0},"{'桩顶荷载': {'content': [('桩顶荷载:增加', '桩顶荷载:增加'), ('桩顶荷载:减少', '桩顶荷载:未增加')], 'recall': 1.0, 'precision': 1.0}}"
2,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,1.0,"[('初始局部破坏', '局部破坏'), ('结构', '结构倒塌')]","{'初始局部破坏': 1, '结构': 0}","{'结构': {'content': [('结构:完好', '结构:整个结构'), ('结构:部分倒塌', '结构:部分结构')], 'recall': 0.6666666666666666, 'precision': 1.0}}"
7,0.5,0.5,0.6666666666666666,0.5,0.5,"[('灌浆料', '灌浆料性能'), ('膨胀剂', '膨胀剂'), ('细石混凝土掺加比例', '细石混凝土掺加比例')]","{'灌浆料': 0, '膨胀剂': 1, '细石混凝土掺加比例': 1}","{'细石混凝土掺加比例': {'content': [('细石混凝土掺加比例:30%', '细石混凝土掺加比例:30%')], 'recall': 0.5, 'precision': 0.5}}"
15,0.8,1.0,0.5,1.0,1.0,"[('地下车站结构', '地下车站结构'), ('结构形式', '结构形式'), ('薄弱部位', '薄弱部位'), ('地震作用', '地震作用')]","{'地下车站结构': 1, '结构形式': 0, '薄弱部位': 0, '地震作用': 1}","{'地震作用': {'content': ['地震作用:E2', '地震作用:E3'], 'recall': 1.0, 'precision': 1.0}}"
8,0.4,0.5,0.0,0.5,0.5,"[('建筑主体结构', '建筑主体结构'), ('非结构构件', '非结构构件')]","{'建筑主体结构': 0, '非结构构件': 0}","{'非结构构件': {'content': [0], 'recall': 0.5, 'precision': 0.5}}"
5,0.42857142857142855,0.42857142857142855,1.0,1.0,1.0,"[('新建建筑物的荷载', '新建建筑物的荷载'), ('既有建筑物地基土的不均匀附加压缩', '既有建筑物地基土的不均匀附加压缩'), ('建筑物的相对变形或挠曲', '建筑物的相对变形或挠曲')]","{'新建建筑物的荷载': 1, '既有建筑物地基土的不均匀附加压缩': 1, '建筑物的相对变形或挠曲': 1}","{'建筑物的相对变形或挠曲': {'content': [('建筑物的相对变形或挠曲:存在', '建筑物的相对变形或挠曲:大'), ('建筑物的相对变形或挠曲:不存在', '建筑物的相对变形或挠曲:小')], 'recall': 1.0, 'precision': 1.0}}"
14,0.6,1.0,0.6666666666666666,1.0,1.0,"[('零应力区面积', '零应力区面积'), ('外荷载相对于基础形心的偏心距', '外荷载偏心距'), ('受压边缘的压力', '受压边缘压力')]","{'零应力区面积': 1, '外荷载相对于基础形心的偏心距': 1, '受压边缘的压力': 0}","{'受压边缘的压力': {'content': [('受压边缘的压力:满足承载力要求', '受压边缘的压力:不满足承载力要求'), ('受压边缘的压力:不满足承载力要求', '受压边缘的压力:满足承载力要求')], 'recall': 1.0, 'precision': 1.0}}"
